path,split,label,filename,file_size_bytes,corrupt,corrupt_reason,width,height,mode,format,grayscale_like_ratio,likely_grayscale,filename_suggests_thermal,sha256,dhash,ahash,suspicious,suspicious_reason,near_dup_cluster
test/Clean/Clean (175).jpg,test,Clean,Clean (175).jpg,166888,False,,700,500,RGB,JPEG,0.00518,False,False,853896289bd5afbf9813a1db97415e7b8585d8a7e94c51297ef15c24ceeac493,10916719437718456005,18444738843666816008,False,,21
test/Clean/Clean (191).jpg,test,Clean,Clean (191).jpg,30725,False,,325,455,RGB,JPEG,0.0009467455621301,False,False,8edaf64e84333d0f158e704b2e48df643f9588ad6e095d54da22ba7d3fe3496b,1383850419694548685,9187343235540844544,False,,22
test/Clean/Clean (26).jpg,test,Clean,Clean (26).jpg,1229396,False,,1536,2048,RGB,JPEG,0.0050067869779033,False,False,1ba767eabe2aa813f4f7cd327101ba79f83eb4abbce784d8eab9216ec18678f7,11646493973175111183,542405591566622012,False,,23
test/Clean/Clean (30).jpg,test,Clean,Clean (30).jpg,297682,False,,1500,1000,RGB,JPEG,0.0007233323688901,False,False,2bdf04dd812fcbd4c6733c06fc03d5dd3060a53ff359dee6e5f25a676effcce8,10313031392630107468,18230571283005833439,False,,24
test/Clean/Clean (52).jpg,test,Clean,Clean (52).jpg,62135,False,,800,716,RGB,JPEG,0.0018453115643598,False,False,6023b7f357c5547cc92b68e7a03916cebe29268cbeb19937c17cfeb254fd9e30,17852268922896572154,18446454837202681984,False,,25
test/Clean/Clean (62).jpg,test,Clean,Clean (62).jpg,115865,False,,720,960,RGB,JPEG,0.0021469876345665,False,False,ac90ab52d19b59a186eb9c075f988f9e0013b35d062cebfb75995524aef72f61,129489212760153236,18446496698642464936,False,,26
test/Clean/Clean (63).jpg,test,Clean,Clean (63).jpg,84521,False,,720,960,RGB,JPEG,0.000212673303424,False,False,58c1bae002511096246a51a0f76b1da9981d77f179d49e7865e3e364acadd240,1116019621415137376,18446739402932617216,False,,27
test/Clean/Clean (68).jpg,test,Clean,Clean (68).jpg,6087799,False,,4864,3648,RGB,MPO,0.0095599759984756,False,False,1342af9304a4ae612134deac1e48adb0cf80e7b3fa4bb2f0ca020739b146711b,882987002080023113,9187078287648686080,False,,28
test/Clean/Clean (76).jpg,test,Clean,Clean (76).jpg,2245063,False,,2592,1944,RGB,JPEG,0.0745572602648381,False,False,715e2f5736e066a2b14e647ef18f4e38ba8aa7480b4cb6e8fb532d34f697a956,10585117791541972616,72057594037927680,False,,29
test/Clean/Clean (83).jpg,test,Clean,Clean (83).jpg,104756,False,,720,960,RGB,JPEG,0.003483791256089,False,False,87aafaba9c04aad607cef539069e44d4093d6ff7791c208bef54ace14a90138a,1047021771476234480,9196226777347834051,False,,30
test/Clean/Clean (92).jpg,test,Clean,Clean (92).jpg,148410,False,,960,720,RGB,JPEG,0.0026533526427189,False,False,395955f954903cd8db2723f8425dbea533bc8e4b359b9f040722902b1bf90500,17780859979833059436,18163017189819482112,False,,31
test/Dusty/Dust (106).jpg,test,Dusty,Dust (106).jpg,118557,False,,960,720,RGB,JPEG,0.0548798395835654,False,False,b172b136fe52418810f851c0bdd8ae1bf2bb33c2ba3831e55bdc6087b5f5db7c,5186669548432551406,864699924548092156,False,,32
test/Dusty/Dust (122).jpg,test,Dusty,Dust (122).jpg,77201,False,,720,960,RGB,JPEG,0.000415219306685,False,False,c1f20cbfb97333d1c23ef86c8d982cc547dc2208e592d5e295efb21eecdb41b8,50528525,4548370705884319294,False,,33
test/Dusty/Dust (126).jpg,test,Dusty,Dust (126).jpg,88499,False,,960,720,RGB,JPEG,0.0189380513049026,False,False,ff5553f9e5ab3fa9b8ba949badfefa02fefc5f3cbf8c1883996d8cea70e81b0f,9935942705801323459,26632974696447,False,,34
test/Dusty/Dust (134).jpg,test,Dusty,Dust (134).jpg,360908,False,,1078,1440,RGB,JPEG,0.0039592352092352,False,False,4796e0d1db08d302f5c69ebacb0ba15a1df103d2c877682b3530aff634e44471,2377971661653198418,18392427106236696640,False,,35
test/Dusty/Dust (155).jpg,test,Dusty,Dust (155).jpg,881316,False,,1536,2048,RGB,JPEG,0.0300496228220476,False,False,706b837d1c3d8a7269a2c70a5b68c85511d12d73757dbae6de0b4cc5aa3603f6,865677445729120408,18446495796690944240,False,,36
test/Dusty/Dust (159).jpg,test,Dusty,Dust (159).jpg,561815,False,,1536,2048,RGB,JPEG,0.0021829591223658,False,False,b69ca0507dbe7c971b1c6d218f6f9fb095ffe1116d14aaa7c051f857abf78a36,17723895384657286229,18446739426101952512,False,,37
test/Dusty/Dust (16).jpg,test,Dusty,Dust (16).jpg,85548,False,,800,533,RGB,JPEG,0.0096856275137486,False,False,30999f263f76052d0789c764d81b2894084d753271d7474ced288e988c03a7ac,9119570432317762889,17942340891821735936,False,,38
test/Dusty/Dust (169).jpg,test,Dusty,Dust (169).jpg,19543,False,,500,332,RGB,JPEG,0.0930634619439173,False,False,f66a900f76bc41400d8b69de0dd11da6dc4d79c1845a3370f610777e4516b066,2251614339004705639,18446743107812720640,False,,39
test/Dusty/Dust (181).jpg,test,Dusty,Dust (181).jpg,12129,False,,194,259,RGB,JPEG,0.0153246029534689,False,False,392872832acdcd80e52152d56ed7dc8fcb10990e0f6b0480cb7208355a6c77fd,16237682945326390303,18446389748406825072,False,,40
test/Dusty/Dust (186).jpg,test,Dusty,Dust (186).jpg,11372,False,,201,251,RGB,JPEG,0.0174805771365149,False,False,b34a681de2fcba79f0dc6039309d7670195e9a48f447f597a53e34014fe17f5f,6308029433769404457,18230569603791126592,False,,41
test/Dusty/Dust (36).jpg,test,Dusty,Dust (36).jpg,153295,False,,350,467,RGB,JPEG,0.0125481798715203,False,False,91fc7b063e85d97ba1ff17be55fad4764a8849707b6ad181b9b2b16ee8c8d733,16237682945292835871,18446389748337619056,False,,40
test/Dusty/Dust (46).jpg,test,Dusty,Dust (46).jpg,84341,False,,720,960,RGB,JPEG,0.05828261243835,False,False,27ddd3d75c825262a368a3c662f0b9dcafc5a6de66ea741a9c734b2b94bb4453,4411623230419862032,8891227994471730945,False,,42
test/Dusty/Dust (68).jpg,test,Dusty,Dust (68).jpg,119045,False,,720,960,RGB,JPEG,0.0066435089069604,False,False,5b9aa9a102ff69dd44640cb65c9ca1ed33920549094fd7c4e40eff856c33c47e,4608455955229303499,17347882794342207375,False,,43
test/Dusty/Dust (93).jpg,test,Dusty,Dust (93).jpg,398167,False,,2048,921,RGB,JPEG,0.0024716190589291,False,False,ff12ca593858afc3cc0b8c989faf28a5859b3de58cb960028be6c047cc09bdef,7449923452205931339,18230368444602122240,False,,44
test/Dusty/Dust (96).jpg,test,Dusty,Dust (96).jpg,433774,False,,2048,1152,RGB,JPEG,0.0148141335081873,False,False,bf3a76a2ffa54c2b085c96c3339abadf99f1d0ba18e23b038c359f466e6b1c8b,17290887081374023934,13898362642327863776,False,,45
test/Dusty/Dust (99).jpg,test,Dusty,Dust (99).jpg,231480,False,,2048,921,RGB,JPEG,0.035649208228339,False,False,eb6dc82d64d509131af2047f519d8a65dcf8f78ead8fff16ead47f3837dcf412,7550995887451001560,9223265998525071747,False,,46
test/Electrical-damage/Electrical (103).jpg,test,Electrical-damage,Electrical (103).jpg,243007,False,,1625,916,RGB,JPEG,0.0151004265364954,False,False,c222d133cf051dc58dca00c9dd054a0d23b5c9bd7d416147a2361ac672a882cf,7702435531138027841,18440437655100456963,False,,47
test/Electrical-damage/Electrical (132).jpg,test,Electrical-damage,Electrical (132).jpg,512903,False,,3024,2592,RGB,JPEG,0.3556009230681298,False,False,327224d60900d7cd268322e9e9bd6eb51b4630730a612545b7cf03c685b1e3fc,15914868930894158040,15263758807659168707,False,,48
test/Electrical-damage/Electrical (18).jpg,test,Electrical-damage,Electrical (18).jpg,25752,False,,300,300,RGB,JPEG,0.0142323845076994,False,False,ef66c457ffdf52232fae619da9750988372dafc5b3fb64c0571b97e7ca3309b5,4078044154749332709,2386961678037678351,False,,49
test/Electrical-damage/Electrical (19).jpg,test,Electrical-damage,Electrical (19).jpg,66496,False,,677,332,RGB,JPEG,0.0023357209592027,False,False,cdcd8bbb50e010dad71991ca4854675a75925f2f9acf63efb1bf17c83d89a8c4,1888035058374259651,18446479121606182663,False,,50
test/Electrical-damage/Electrical (28).jpg,test,Electrical-damage,Electrical (28).jpg,168128,False,,1034,466,RGB,JPEG,0.0599113822909856,False,False,12fa30583c2d638068a511f63a6b8ddf8a6c11feca5a34432b69d428bb1546eb,10199823352546987220,1880816326847052281,False,,51
test/Electrical-damage/Electrical (3).jpg,test,Electrical-damage,Electrical (3).jpg,481896,False,,1536,2048,RGB,JPEG,0.0008122121097487,False,False,e56e864f856b321860d1706c212d77d968aea3e609fbd7076e00229a8d589c8c,7395123780212794528,72056494568276099,False,,52
test/Electrical-damage/Electrical (31).jpg,test,Electrical-damage,Electrical (31).jpg,71476,False,,474,632,RGB,JPEG,0.0178287690438358,False,False,3d107ed74f29c261c02f8d503a39e575ac87668c4d8bd7b9fe6eb15e2254a290,3104481615342363491,18446721538636923972,False,,53
test/Electrical-damage/Electrical (44).jpg,test,Electrical-damage,Electrical (44).jpg,32443,False,,462,294,RGB,JPEG,0.0133477633477633,False,False,2ece85824da6ce1e7055534add1b40a87e73c03fc1235f0cf7b8b00644983993,3074458457931625652,16568090652196907809,False,,54
test/Electrical-damage/Electrical (50).jpg,test,Electrical-damage,Electrical (50).jpg,102892,False,,300,450,RGB,JPEG,0.0130146220055999,False,False,9423b74fe2ac91b6cc4098aca8e7a3517027fde6844ea4e6804a939b7d3eea20,7730366971432798750,3411900780788797,False,,55
test/Electrical-damage/Electrical (66).jpg,test,Electrical-damage,Electrical (66).jpg,32605,False,,390,310,RGB,JPEG,0.0031843446039833,False,False,46bd3f75e97ed4b8e50c19ec4ecf9e7eecdbdd8e19413546896fef888a53ea41,14612714917604346586,9279526846624481729,False,,56
test/Electrical-damage/Electrical (73).jpg,test,Electrical-damage,Electrical (73).jpg,85252,False,,640,450,RGB,JPEG,0.0280485137204384,False,False,9a7932dbab6d7f4d1900f1c73e9e4ae925cc6cad4e77768b44c0a180d9fb5290,12964394832387662048,18439710527941968643,False,,57
test/Electrical-damage/Electrical (84).jpg,test,Electrical-damage,Electrical (84).jpg,24259,False,,474,226,RGB,JPEG,0.0001306847882906,False,False,7422b21020c7f1a1c555a43d9c7db69fbbe0636558e4115c33e4cb007c63e3bb,16423259118380865883,14913369926261588208,False,,58
test/Electrical-damage/Electrical (88).jpg,test,Electrical-damage,Electrical (88).jpg,114139,False,,602,564,RGB,JPEG,0.0564489526636978,False,False,c140e80fa89fd3da5c13220d6ae98aa2d4dbdc9aadc21ca5a61733397472eb44,9405918079728791208,18428623578787283201,False,,59
test/Physical-Damage/Physical (10).jpg,test,Physical-Damage,Physical (10).jpg,170680,False,,1000,667,RGB,JPEG,0.0014377767982704,False,False,2d835a268675d9bec8ba5aee35a3e843dce372420646c48f0f5b8b78b1b8b055,11839202125377921893,871473123145605312,False,,60
test/Physical-Damage/Physical (106).jpg,test,Physical-Damage,Physical (106).jpg,272925,False,,500,261,RGB,JPEG,0.0083141125355361,False,False,f374921f57ddf1dbde0e626bcd47f51741c81605257c334711d951c27ee830bc,3180161121030999185,9160356964926503743,False,,61
test/Physical-Damage/Physical (108).jpg,test,Physical-Damage,Physical (108).jpg,35426,False,,474,324,RGB,JPEG,0.0005013673655423,False,False,ce9a1a624ed52e8a7176cc332cb38ac35c072072ba011d263fec5dd3628cdd00,508092256660954654,9005212301619114032,False,,62
test/Physical-Damage/Physical (109).jpg,test,Physical-Damage,Physical (109).jpg,37652,False,,300,200,RGB,JPEG,0.0095660289314045,False,False,efee92390a07028a63f4f14247194352c97bbf4e9c9756d08c3c170765c7aa86,16185023384615585671,14407313188545564430,False,,63
test/Physical-Damage/Physical (115).jpg,test,Physical-Damage,Physical (115).jpg,39069,False,,474,316,RGB,JPEG,0.0114964015328535,False,False,bc2a9c890fadf23ab6fa660e9af33204d2dd1133a8dc0324758db5f16df089d6,1804877824391309034,17814970767730067664,False,,64
test/Physical-Damage/Physical (122).jpg,test,Physical-Damage,Physical (122).jpg,200254,False,,1600,900,RGB,JPEG,0.0036604039569307,False,False,1c7e3d587cc2c0a04c97da24ae9ddc528be68b94dc5d97d2f02e8b9ccfb7e861,15647420728772682118,15450997619513427724,False,,65
test/Physical-Damage/Physical (146).jpg,test,Physical-Damage,Physical (146).jpg,229197,False,,700,525,RGB,JPEG,0.0849523809523809,False,False,cd87e9d1645e752bfe505cda42c842af46e9cbe611e762c251896852367ad55f,18012146970396251083,18446532903606157316,False,,66
test/Physical-Damage/Physical (149).jpg,test,Physical-Damage,Physical (149).jpg,82345,False,,565,319,RGB,JPEG,0.0104862513593288,False,False,bb5e98ed2d34b033b4b44412bc500fd145bd794d093435888a9e2b78c5915e7d,12865142680686836791,18382595264530096254,False,,67
test/Physical-Damage/Physical (18).jpg,test,Physical-Damage,Physical (18).jpg,220903,False,,849,450,RGB,JPEG,0.0228842595137323,False,False,36c38b22d4eb3f242926f2094e7f5ac6e9abe5bf767c41aaddf264e307cb7237,15115685113086827877,216223494092281416,False,,68
test/Physical-Damage/Physical (20).jpg,test,Physical-Damage,Physical (20).jpg,166215,False,,1200,630,RGB,JPEG,0.0101296296296296,False,False,a51b7eb3063e4a061dc291dedc5072c9ddbfae68c34436127ab36e353eefd79b,10206719907032108188,18390510892572252288,False,,69
test/Physical-Damage/Physical (30).jpg,test,Physical-Damage,Physical (30).jpg,126921,False,,780,585,RGB,JPEG,0.0085601202712238,False,False,67fbfbd0667236a0d8a80fe4cdc66d3f34121a0556272a6a9ac30085851d5c7a,9408724031186039892,18446531872260358144,False,,70
test/Physical-Damage/Physical (36).jpg,test,Physical-Damage,Physical (36).jpg,727740,False,,1536,2048,RGB,JPEG,0.0030018469480851,False,False,266bee8e953bdd3fdcaef3b83b5168f95b7faf25c5f5827f6f654a4ef9c56054,17795607458842602475,18445799476150927360,False,,71
test/Physical-Damage/Physical (49).jpg,test,Physical-Damage,Physical (49).jpg,11408,False,,275,183,RGB,JPEG,0.0102920723226703,False,False,a5cb99ca9c19783e66c13f918f9caaaccee668943793d725e945d5d8000d197b,4853573473229063106,9150213000986369796,False,,72
test/Physical-Damage/Physical (58).jpg,test,Physical-Damage,Physical (58).jpg,132065,False,,846,476,RGB,JPEG,0.0033548880545125,False,False,7f7be6b68e77ac731b8d8e8c72ec10f407aa12b3c06da8ddc40096d94d167806,5027299895557392016,16068905284637883431,False,,73
test/Physical-Damage/Physical (82).jpg,test,Physical-Damage,Physical (82).jpg,119336,False,,500,241,RGB,JPEG,0.0098751089166424,False,False,d45877f705e134c3397f6f430cd4956195f7171903ff56b2961d059beb3c2294,7660182531981387321,4636557351424911715,False,,74
test/Snow-Covered/Snow (109).jpg,test,Snow-Covered,Snow (109).jpg,188519,False,,1200,797,RGB,JPEG,1.463818076689429e-05,False,False,0d4b60b0f48a3c4760f4f4c3ff5a036c60c7c1f6f7dc4ac519bc9beb82c46e9a,3679176049611987065,8475280313741555,False,,75
test/Snow-Covered/Snow (12).jpg,test,Snow-Covered,Snow (12).jpg,107317,False,,1000,665,RGB,JPEG,0.2541684210526316,False,False,4abd97a6028fb7c9edf80b752a0886107d1b6f6f363d1fe3d21e471391feb6f2,5059307215165795083,485243224063,False,,76
test/Snow-Covered/Snow (121).jpg,test,Snow-Covered,Snow (121).jpg,64551,False,,800,392,RGB,JPEG,0.0471205357142857,False,False,9dc310b6addc9e9f59087a337e8d384d90f869a6735a26b8d3a6b1711c87981e,4755918379940797138,821399781376,False,,77
test/Snow-Covered/Snow (122).jpg,test,Snow-Covered,Snow (122).jpg,34288,False,,650,366,RGB,JPEG,0.0414288236332607,False,False,3cae7c53acda9d82f0f50db25f261617935e8c9615f6217d71d2cacacd684877,217928141680115550,18373835427351163128,False,,78
test/Snow-Covered/Snow (134).jpg,test,Snow-Covered,Snow (134).jpg,10548,False,,259,194,RGB,JPEG,0.0011145165784341,False,False,531a2727640ea78a01cdf02efb23257610f478d54f52112773eac44fc268641b,5332511386518571692,505248494802960383,False,,79
test/Snow-Covered/Snow (138).jpg,test,Snow-Covered,Snow (138).jpg,6244,False,,275,183,RGB,JPEG,0.0001390820584144,False,False,529ed575ebf5bf0593be8beb2b191acf2870375108a1fa41c4b4ce503830ed5e,2034774880953131891,18010391353363730183,False,,80
test/Snow-Covered/Snow (159).jpg,test,Snow-Covered,Snow (159).jpg,8767,False,,259,194,RGB,JPEG,0.0018110894399554,False,False,ed4b722d49e7c790fe297740a8329a7897a28a6e01b2e740b7ac96b06e30b3b7,9183052460409849758,18158811936853016088,False,,81
test/Snow-Covered/Snow (16).jpg,test,Snow-Covered,Snow (16).jpg,34022,False,,570,371,RGB,JPEG,0.0615690168818272,False,False,3739d9692dd308dd6934bf87b7217215ef5a984b72d63d9a1a3cc6b1a057f6aa,38813664059371704,2238165353163646967,False,,82
test/Snow-Covered/Snow (164).jpg,test,Snow-Covered,Snow (164).jpg,31069,False,,602,348,RGB,JPEG,0.0245255279337075,False,False,ce02453ac5d081c836a5855c87a48d98a3f14d67c22241852d690396138b0fba,4485055397652928263,8716990842007977984,False,,83
test/Snow-Covered/Snow (38).jpg,test,Snow-Covered,Snow (38).jpg,58499,False,,720,499,RGB,JPEG,0.1565483380742703,False,False,047d2fc15757645769a91cbab1dee9bc65f3a33926af539850680bdc9b38644e,5565166910272516919,17938051186116476799,False,,84
test/Snow-Covered/Snow (5).jpg,test,Snow-Covered,Snow (5).jpg,143277,False,,680,671,RGB,JPEG,0.0302839697467131,False,False,c621d0f58e4ccd2f58cc66744d8da8f3535c8903b78bf97638bcbf8d8ee5d95a,14775223725784181450,6615323377663,False,,85
test/Snow-Covered/Snow (69).jpg,test,Snow-Covered,Snow (69).jpg,29427,False,,630,415,RGB,JPEG,0.1228647925033467,False,False,6ab94180d342b83bc82ca0b293603702a29393d7eb32c05ad1ea471a90fabe5e,7871009438449865523,17938051460858068863,False,,84
test/Snow-Covered/Snow (7).jpg,test,Snow-Covered,Snow (7).jpg,590653,False,,1000,750,RGB,JPEG,0.0133933154755793,False,False,ff7a92196527a9eedabf2be456f7cc71831b8b9ca60fd591680df213bd6bcfd2,15770122649570623242,17649871787757993983,False,,86
test/Snow-Covered/Snow (75).jpg,test,Snow-Covered,Snow (75).jpg,9436,False,,275,183,RGB,JPEG,0.0151599443671766,False,False,1b355c67bd6d4c3fd21844101050a86a802271afbee2b5ba52fcf6a8b3f03404,18409441468828470958,17942059439938865152,False,,87
test/Snow-Covered/Snow (79).jpg,test,Snow-Covered,Snow (79).jpg,138714,False,,1000,665,RGB,JPEG,0.3549684210526316,False,False,53f59d4b85611b78068add0a90c719c4e0a575293f60ab18774ddef6e7fbdba5,5131364809203723011,485243224063,False,,76
test/Snow-Covered/Snow (81).jpg,test,Snow-Covered,Snow (81).jpg,24508,False,,474,281,RGB,JPEG,0.0,False,False,59c833ea0898338c4ba1cb9cd6fd21f554b46e0ffa45c5f35b3cece195d04a60,7462070621097485725,4768478326218751,False,,88
train/Bird-drop/Bird (1).jpeg,train,Bird-drop,Bird (1).jpeg,18831,False,,190,250,RGB,JPEG,0.0178308281756557,False,False,4ac98ef935b074c8713bece9c6299c11946b6899bfbef4d84c433688fff9c1a3,14348326437826458871,18410707307378770144,False,,89
train/Bird-drop/Bird (10).jpg,train,Bird-drop,Bird (10).jpg,55972,False,,474,474,RGB,JPEG,0.0090039567560831,False,False,5ced9ca7cb1649755caf6b3f61e0950c9d82cca201fb3764eece5bd8434f281e,2314885464027892043,9187113454858801664,False,,90
train/Bird-drop/Bird (101).jpg,train,Bird-drop,Bird (101).jpg,438630,False,,1536,2048,RGB,JPEG,0.0091479561182936,False,False,8cb133be215fdd2eb5bb7124e7e1adbac706b68a1b18c3abed9400992fbdc358,3573934073014658092,18446464197265983744,False,,91
train/Bird-drop/Bird (103).jpg,train,Bird-drop,Bird (103).jpg,1638142,False,,960,720,RGBA,PNG,0.0416333309702966,False,False,041d14eff31334e369af9c6d8fc191a7ab4e73ed19f0971e24f2ca780624c1c8,17573582618669795910,16629263460559028481,False,,92
train/Bird-drop/Bird (104).jpg,train,Bird-drop,Bird (104).jpg,1256586,False,,2016,1512,RGB,JPEG,0.0028338109935332,False,False,6c061b15d9cb3f07e6fa0286534bf8e9c190663adc6997b3dbbf81bd788fc121,3999448724595911882,18428663979648745472,False,,93
train/Bird-drop/Bird (105).jpg,train,Bird-drop,Bird (105).jpg,79299,False,,960,720,RGB,JPEG,0.0166695360683795,False,False,d50b8f0f971576e273aa55ce005163e68ac67d4112561c52e3dbe2c756b27b58,5505581511698990791,15843662926391541760,False,,94
train/Bird-drop/Bird (107).jpg,train,Bird-drop,Bird (107).jpg,185517,False,,1024,768,RGB,JPEG,0.0110282337024246,False,False,17d63fb73e240b6c02ca94b1624fb51547d0fc5e5e7fc1ebb2cefe9dc09c0503,5666380483930530648,15856750967657533184,False,,11
train/Bird-drop/Bird (108).jpg,train,Bird-drop,Bird (108).jpg,87746,False,,800,533,RGB,JPEG,0.0001149142247393,False,False,e0d796ce236dca176aa14bf1f31f61cda668d4282b12b527c1a620cf04a705f6,12931783262172575890,18446612201772171264,False,,95
